office_name,places_found,places_count
Kreissozialhilfsausschuss Landkreis Grafschaft Lippe Syke,"grafschaft, syke",2
"Ganderkesheim I, 'Wolfshagen' geändert",wolfshagen,1
Regierungsbezirk Königsberg für Wiedergutmachung und verwaltete Vermögen,königsberg,1
Regierung Ansbach (Möff.),ansbach,1
Reg.-Präsident / Präsidentenmodeverw.Bezirksamt Offenbach/Main,offenbach,1
Zentrale Stelle der Landesjustizverwaltungen für die Wiedergutmachung,stelle,1
Wiedergutmachungsausschuss Duisburg,duisburg,1
Kreissozialhilfeausschuss Winsen-Luhe,winsen,1
Kreissozialamt Hoyerswerda,hoyerswerda,1
Kreissonderhilfsschule Uelzen,uelzen,1
Kreissozialhilfsausschuss Rottenburg/Hann.,rottenburg,1
"United Restitution Office, Frankfurt/M, Grünwaldstraße 119",frankfurt,1
Baumgarten,baumgarten,1
Kreissozialhilfsschutzausschuss des Landkreises Burgdorf/Hann.,burgdorf,1
"Regierung Frankfurt (35,81)",frankfurt,1
Regierungsbezirks-Amt für Wiedergutmachung und Kontrollvermögen Bad Kreuznach,bad kreuznach,1
Bay. Prof. Bonn,bonn,1
Kreissozialhilfsausschub Uelzen,uelzen,1
Kreissonderhilfesauschuss Springe,springe,1
Kreissozialhilfsausschübe Nordheim,nordheim,1
Kreissozialamt Straubing,straubing,1
Ebersbach/Baden Kr. Heidelberg,"ebersbach, heidelberg",2
Amt für Wiedergutmachung des Landes Sachsen-Anhalt in Leipzig,"leipzig, sachsen",2
KSHA Nienburg ~ Weser,nienburg,1
"Neue Karte für die Erbin, da der bish. Ast. zwischen verstorben ist.",ast,1
Kreissozialamt Fürstenfeldbruck,fürstenfeldbruck,1
Kreissozialhilfsschule Zell erfeld,zell,1
Kreisonderrhilfsausschuss Burgdorf,burgdorf,1
Kreissozialamt Hameln-Pyrm,hameln,1
Kreissonderbehelfausschuss Landkreis Grafschaft Goya,grafschaft,1
Landkreis Großherzogtum Gotha,gotha,1
Wattonstäd-Salzgitter,salzgitter,1
Der Regierungspräsidient. Düren,düren,1
Entschädigungsbehörde:gl. Bezirksamt für Wiedergutmachung und verwaltete Vermögen Nürnberg a.d. Weinstr.,nürnberg,1
Kreissonderhilfsausschuss Wolfsburg,wolfsburg,1
"United Restitution Office, Frankfurt/Main, Bruneburgweg 119",frankfurt,1
Kreissonderhilfesausschuss Gifhorn,gifhorn,1
Regierung Frankfurt (W),frankfurt,1
Regierungspräsidium Ansbach (Würzburg),"ansbach, würzburg",2
RaI von Schütz 20.3.03,schütz,1
"Landrat des Landkreises Marburg/Lahn, Kreisjugendamt-Amtsvormundschaft","lahn, marburg",2
Regierungsbezirk Arnobera (Wehr.),wehr,1
Wettenstedt-Salzgitter,salzgitter,1
Regierung Flensburg,flensburg,1
Amtsgericht Hagen,hagen,1
Limburg/Lahn,"lahn, limburg",2
URO Frankfurt,frankfurt,1
Regierung Prenzlau (Welf.),prenzlau,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögensgegenstände a. d. Weinstadt,weinstadt,1
Regierung Pommern (Meßst.),pommern,1
LJV Ludwigslust,ludwigslust,1
Regierung Brünn (Meßl.),brünn,1
"Neue Karten für die Erben, da Ast. zwischen verstorben.",ast,1
Regierung Fürstenberg (Meckl.),fürstenberg,1
Regionalverwaltungsgericht Frankfurt am Main,frankfurt,1
Kreissonderhilfesausschuss Northeim,northeim,1
Gutach,gutach,1
Regierung Prenzlau (Westf.),prenzlau,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Weser,nürnberg,1
"United Restitution Office, Frankfurt/Main, Brüningweg 119",frankfurt,1
Oberfinanzdirektion: Erlangen,erlangen,1
Kreissozialhilfsschuss der Stadt Salzburg,salzburg,1
DP-Gablingen IRO Area Team 5,gablingen,1
Amt für Wiedergutmachung des Landes Thüringen in Bonn,bonn,1
Der Regierungspräsident in Dortmund,dortmund,1
Krefeld-Linn,krefeld,1
Kreissozialhilfsausschuss Salzgitter,salzgitter,1
Amt für Wiedergutmachung Recklinghausen,recklinghausen,1
Landkreis Uelzen,uelzen,1
Regierung Ansbach (Mr.M.),ansbach,1
Amt für Wiedergutmachung der Stadt Wuppertal,wuppertal,1
Regierung Ansbach (Maff.),ansbach,1
Regierungsbezirk Neusadte a.d. Wieser,wieser,1
Amt für Wiedergutmachung beim Landkreis Paderborn,paderborn,1
Stadt Gelsenkirchen,gelsenkirchen,1
"Hammer, BHF-Born","born, hammer",2
Amt für Wiedergutmachung - in Hagen /Westf.,hagen,1
Regierung Ansbach (MfVl.),ansbach,1
Entschädigungsbehörde 28 in Jüchen,jüchen,1
Bayerische Landesentschädigungs- und Staats Schuldenverwaltung,staats,1
Amt für Wiedergutmachung der Stadtverwaltung Solingen,solingen,1
Regierung Frankfurt (m.),frankfurt,1
Oberfinanzdirektion: 18055 Rostock,rostock,1
Kreissozialhilfesausschuss Wilhelmshaven,wilhelmshaven,1
Regierungsbezirk Kärnten für Wiedergutmachung und verwaltete Vermögen Koblentz,koblentz,1
Regierung Potsdam (Deff.),potsdam,1
Regierung Frankfurt am Main,frankfurt,1
Der Regierungspräsident - Dez.f. Wiedergutmachung - Dortmund,dortmund,1
41A Lübeck,lübeck,1
Ansbach (Wff.),ansbach,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Nürnberg und Würzburg,"nürnberg, würzburg",2
"Regierungsbezirksoffice für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
Kreissozialhilfsausschuss Hamm Oder,hamm,1
An Buendisch-Leipzig,leipzig,1
Regierung Bamberg (Deutschland),bamberg,1
Regierung Pommern (Welt.),"pommern, welt",2
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögenshauptstadt a.D. Weimar,weimar,1
"Krefeld, Luisenstr.157",krefeld,1
Regierung Pforzheim (MfSt.),pforzheim,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Traun",traun,1
Regierungsbezirksamt Mittelbach,mittelbach,1
Landesbezirksstelle Mannheim,mannheim,1
Regierungsbezirksamt für Wiedergutmachung und Vermögensverwaltung Nürnberg a. d. Welsstr.,nürnberg,1
Stadt Lünen,lünen,1
An die EB Witten/Ruhr -Stadt-,witten,1
DOPPELMELDUNG Bundes.Fin.Min. Bonn,bonn,1
Staatsanw. L.G. Frankfurt / Main,frankfurt,1
Kreissozialamt Hammelburg,hammelburg,1
Regierungsamt Fürth (Bay.),fürth,1
Kreisonderhilfsausschuss Hamm - Land,hamm,1
Bay. - Präs. - Lindhorst,lindhorst,1
Kreissonderhilfsschüle Winsen/L.,winsen,1
Bayreuth Landesentschädigungsamt,bayreuth,1
Kreissonderhilfsschulung Nienburg,nienburg,1
Kreissozialamt Griesheim,griesheim,1
Kreissonderhilfsausschuss Auerbach,auerbach,1
Kreisonderrhilfsausschuss Alfeld/Leine,alfeld,1
Regierungsamt Königsberg (M.),königsberg,1
Kreisaußerhilfsausschuss Nordhorn,nordhorn,1
Ansgl. Amt Frankfurt/M,frankfurt,1
Rey. Dr. Linnros,rey,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß o.d. Weinsr.,neusäß,1
Regierungsbezirksamt für Wiedergutmachung und kontrollierte Vermögen Altenkirchen Westerw.,altenkirchen,1
Reg.-Präsident (Präsident des Verwaltungsgerichtshofs) Gießen,gießen,1
Karlshöhe,karlshöhe,1
Regierungsbezirk Potsdam,potsdam,1
Kreissonderhilfsausschub des Landkreises Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Stadt Gelsenkirchen - Abteilung für Wiedergutmachung,gelsenkirchen,1
Kreisonderhilfsausschuss Verden,verden,1
Nienburg~Weser,nienburg,1
Regierungspräsidium Potsdam,potsdam,1
"Krefeld-Uerdingen, Burgstr.12",krefeld,1
Regierung Bamberg (Moß),bamberg,1
Kreissozialamt Winsen - Luhe,winsen,1
Regierungspräsident Amberg,amberg,1
Regierung Bonn,bonn,1
Regierung Ansbach (Welff.),ansbach,1
Regierung Ansbach (Meif.),ansbach,1
Kreis Melle,melle,1
Kreissozialamt Rottenburg/H.,rottenburg,1
Regierungsamt Posen (Welt.),welt,1
Regierungsbezirksamt für Wiedergutmachung und soziale Versorgung Nürnberg und Würzburg,"nürnberg, würzburg",2
Regierung Rendsburg (MfV),rendsburg,1
"Niedersächsisches Landesamt für Wiedergutmachung und verwaltete Vermögen, Koblentz",koblentz,1
AG Eschwege,eschwege,1
Aegiernung Prüfera (Wehr.),wehr,1
Leipzig für Wiedergutmachung,leipzig,1
Kreissozialamt Haldensleben,haldensleben,1
LG. Bochum,bochum,1
Amt für Wiedergutmachung Paderborn,paderborn,1
Bayerisches Landesamt für den Regierungsbezirk Nürnberg,nürnberg,1
KSHA Darmenbeeg/Elbe,elbe,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Kassubranch a.d. Weißwasser",weißwasser,1
"Regierungsbezirkskammer für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.d. Weinstr.",nürnberg,1
Regionalverwaltungsbehörde für Wiedergutmachung und Vermögensverwaltung Nürnberg a. d. Weinstraße,nürnberg,1
Kreissonderbehelfausschub Watenstedt-Salzgitter,salzgitter,1
Regierung Rendsburg (West),rendsburg,1
Zuständigkeit für Nordhausen,nordhausen,1
Merseburg,merseburg,1
Koppatz,koppatz,1
Regierungsbezirk Samland für Wiedergutmachung und verwaltete Vermögen Königsberg,königsberg,1
Kreissozialhilfsausschuss Hamm over,hamm,1
Kreissonderhilfsausschuss Rottenburg,rottenburg,1
Dannenberg(Elbe),"dannenberg, elbe",2
Regierung Brünn (Wesf.),brünn,1
Regierung Bamberg (MfP),bamberg,1
Willi O. Ernst O. Gustav O..,ernst,1
Kreissonderbehelfausschuss Watenstedt-Salzgitter,salzgitter,1
"Regionalbezirksamt für Wiedergutmachung und verwaltete Vermögen, Neubrandenburg",neubrandenburg,1
Kreissozialhilfsausschuss des Landkreises Blankenburg (Brit. Zone) Brauñlage,blankenburg,1
Kreissonderhilfsschübe Soltau,soltau,1
"United Restitution Office, Frankfurt am Main",frankfurt,1
Kreissonderbehilfsausschuss Alfeld/Leine,alfeld,1
Kreissozialamt Wuttenstein-Salzgitter,salzgitter,1
KSHA EMDEN,emden,1
Rosenheim Landesbeauftragte für die wiedergutmachung,rosenheim,1
Regierungsbezirk Nürnberg für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Weinstraße,nürnberg,1
Kreisaußerhelfsausschub Watenstedt-Salzgitter,salzgitter,1
Amt für Wiedergutmachung des Landes The und. Liz in Bonn Hauptabteilung II,bonn,1
Amt für Wiedergutmachung der Stadt Hamm,hamm,1
Regierung Flensburg (Def.),flensburg,1
"Lindau, Fischerergasse 9",lindau,1
Kreissozialbehördeaussschub des Landkreises Burgdorf/Hann.,burgdorf,1
Kreisonderrhilfsausschuss Nordhorn,nordhorn,1
Amt für Wiedergutmachung - in Halle (Westf),halle,1
"United Restitution Office, Frankfurt (M)., Gruneburgweg 119",frankfurt,1
Kreissozialamt Hamm - Land,hamm,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Ansbach a. d. Wesstr.,ansbach,1
KSHA Wolfsburg,wolfsburg,1
"Regierungsbezirksamt für Verwaltungsgeschäfte und Nachkriegsvermögensangelegenheiten, Regierungsbezirk Weimar",weimar,1
Kreisonderhlfasschub Winsen/Luhe,winsen,1
"Regierungsbezirksamt Wiedergutmachung, verwaltete Vermögen, Nürnberg a. d. Weinstr.",nürnberg,1
Landessozialgericht Essen,essen,1
Wortensleut-Salzgitter,salzgitter,1
Regierung Potsdam,potsdam,1
RA. Munster,munster,1
Kreissozialamt des Landkreises Grafschaft Sehauemburg,grafschaft,1
"Ehrmann Jlse(25.11.31) Rey Ruth Frieda, geb.Ehrmann (31.1.28) Dreier Elise Emilie, geb Ehrmann (31.1.28) Dreier Elise Emilie, geb Ehrmann (31.1.28) Ehrmann Anna, Karlilme(8.7.1923) Brusse, Hedwig Hermine, geb.Ehrmann (4.6.1925) Werner, Jrmna Liselotte, geb.Ehrmann (9.10.26) Ehrmann Renate Doris(31.3.37)",rey,1
"Amt für Wiedergutmachung, Halle (Wesff.)",halle,1
Regierung Rendsburg,rendsburg,1
Regierung Ansbach (MfV.),ansbach,1
Kreisonderhilfsausschuss Brünn,brünn,1
KSHS der Stadt Watenstedt-Salzgitter,salzgitter,1
Kreisonderhilfsausschuss Stadt Hameln,hameln,1
Regierungsbezirk Hirschberg (Weiß.),hirschberg,1
"Dr. Max Hirschberg, 60 East Str. 2120 New York 17 c/o Jaw Office",hirschberg,1
Regierungsamt Ansbach (Wehr.),"ansbach, wehr",2
Kreissozialhilfsausschub Landkreis Grafschaft Hoya,"grafschaft, hoya",2
Regierungsbezirk Hensberg (Welt.),welt,1
Regierung F. von Wang (Welf.),wang,1
Kreissozialamt Blankenburg (Brit. Zone) Braunlage,"blankenburg, braunlage",2
Der Oberkreisdirektor -Amt für Wiedergutmachung in Paderborn,paderborn,1
B.Amt F.Ver.Schutz,schutz,1
Staatsanw. L. G. Frankfurt/Main,frankfurt,1
Schwarzbach,schwarzbach,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögensnachweise: Weinsberg,weinsberg,1
"Rosenberg, Schule - geb. 48.99",rosenberg,1
Kreissozialamt Rotenburg/Hann.,rotenburg,1
Amt für Wiedergutmachung - Stadtverwaltung - Bochum,bochum,1
"United Restitution Office, Frankfurt/M., Grünheubergweg 119",frankfurt,1
Kreissonderhilfesausschuss Nordhorn,nordhorn,1
"Arnhem/Niederlande, Sickeres-plein 3",plein,1
in K.Z. Auschwitz & Bergen Belsen unter Jadwiga Kowaleska,bergen,1
Regierungsamt Amberg (Wehr.),"amberg, wehr",2
Der Oberkreisdirektor -Amt für Wiedergutmachung- in Höxter,höxter,1
KSHA Rothenburg/H.,rothenburg,1
Kreissozialhilfeausschuss Rottenburg/Hann.,rottenburg,1
Regierung Rüsselsheim,rüsselsheim,1
Regierung Pommersfelden (Württ.),pommersfelden,1
Ansbach (Welf.),ansbach,1
Der Regionalverwaltungspräsident - Dez. für Wiedergutmachung - in Dortmund,dortmund,1
KSHA Wuttenstedt-Salzgitter,salzgitter,1
Kreissozialamt Wolfratshausen,wolfratshausen,1
Regierung Ronsberg (Weltf.),ronsberg,1
Schweinfurt,schweinfurt,1
Regierung Bamberg (DE),bamberg,1
AfW Essen,essen,1
Regierung Ansbach (MVK),ansbach,1
Regierung Bamberg (Def.),bamberg,1
Hof Gruenbaum,hof,1
Regierung Bonn (M.81),bonn,1
"Deutsche Rechtsiverts, Naumburg",naumburg,1
Oranienburg,oranienburg,1
Regierung Ansbach (Wehrk),ansbach,1
Abend,abend,1
Sachsenhausen,sachsenhausen,1
Regierungspräsidium Fulda (Württ.),fulda,1
Kreis Offenbach,offenbach,1
Regierungsbezirk Arnswalde (Wehr.),wehr,1
Regierungspräsidium (Miesbach),miesbach,1
Nordhausen - Weimar,"nordhausen, weimar",2
BZK-Stelle im Haus,stelle,1
Kreissozialhilfsschwerpunkt Watenstedt-Salzgitter,salzgitter,1
Regierung Arnswerg (Welt),welt,1
Regierung Pommern (B 21),pommern,1
Regierungsamt Bamberg (Ortst.),bamberg,1
Regierungsamt Ansbach (Mf.),ansbach,1
Kreissozialamt d. Landkreises Flensburg (Brit. Zone),flensburg,1
"Erfurt, Jena","erfurt, jena",2
"Regierungs-Bezirksamt für Wiedergutmachung und verwaltete Vermögen, Kempten",kempten,1
Amt f. Wiedergutmachung in Essen,essen,1
Landkreis Höxter-Amt für Wiedergutmachung - Höxter/Weser,höxter,1
Stadt Wuppertal - Amt für Wiedergutmachung,wuppertal,1
Barth,barth,1
OLG Zweibrücken,zweibrücken,1
Kreisverwaltung -Amt f. Wiedergutmachung Höxter/Weser,höxter,1
D. - 47 Roth,roth,1
Regierungsbezirk Bamberg für Wiedergutmachung und verwaltete Vermögens,bamberg,1
Heilbronn,heilbronn,1
Karl-Wolke,karl,1
Kreisonderhilsausschub Cuxhaven,cuxhaven,1
Regierung Bamberg (Präf.),bamberg,1
"Regierung, Ansbach (Welf.)",ansbach,1
Regierungsbezirk Bamberg,bamberg,1
Regierungsbezirk Würzburg und verwalteter Kreis Korb,"korb, würzburg",2
Kreisverwaltung-Amt f. Wiedergutmachung - Höxter /Weser,höxter,1
LKA Ludwigsburg,ludwigsburg,1
Kreissozialhilfsausschuss Stadt Bonn,bonn,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögenswiedergutmachung, Neubrandenburg a. d. Werra",neubrandenburg,1
"Kriegsentschädigungsbehörde für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstr.",nürnberg,1
Bezirksamt von Homburg für Wiedergutmachung,homburg,1
Regional Ansbach (Melfi),ansbach,1
Kroio Lindenau,lindenau,1
Kreissozialamt Hameln n-Pyrmont,hameln,1
Kreissonderhilfsausschuss der Stadt Salzburg,salzburg,1
Kreissozialhilfsschulze Watensleben-Salzgitter,salzgitter,1
Kreissonderhilfsausschüβ Springe,springe,1
Kreissonderhilfsschuss Alfeld/L.,alfeld,1
Kreissozialhilfsausschuss Hameln,hameln,1
Kreissozialhilfsausschuss Landkreis Oschatz,oschatz,1
Regierung Altenberg (Welf.),altenberg,1
Kreissozialhilfsausschuss des Landkreises Gera-Schweinfurt,"gera, schweinfurt",2
Kupferberg,kupferberg,1
KSHA Heilbronn,heilbronn,1
HOLM,holm,1
R.A. Mittelbach,mittelbach,1
KSHA Rothenburg,rothenburg,1
Staatsanw. L.G. Frankfurt/Main,frankfurt,1
Regierungsamt Arnsherg (Wehr.),wehr,1
Landkreis Höxter – Amt f. Wiedergutmachung – Höxter/Weser,höxter,1
"Bonn, Rheindorfersr. 116",bonn,1
Landesjustizv.Lindau,lindau,1
Wiedergutmachungsamt in Wesel,wesel,1
Kreissonderhilfsschule Landkreis Osterholz,osterholz,1
Der Regierungspräsident -Dezernat 14- in Paderborn,paderborn,1
Hauptzuständige Stelle für Wiedergutmachung und verwaltete Vermögensmainsz,stelle,1
Entschädigungsbehörde:grundsbezirksamt für Wiedergutmachung und verwaltete Vermögen Neusäß d. Weinstr.,neusäß,1
Kreissozialhilfsausschuss des Landkreises Glauchau Schauburg,glauchau,1
Kreissonderhilfsausschub Nienburg-Weser,nienburg,1
Kreissonderhilfsausschuss Landkreis Grafschaft Hoya Syke,"grafschaft, hoya, syke",3
Kreissonderhilfsausschub Landkreis Oschatz,oschatz,1
Kreissonderhilfsschule Nordhorn,nordhorn,1
Kreissonderhilfsausschüff Rotenburg,rotenburg,1
Regierung Frankfurt (M),frankfurt,1
"Regierungsbezirkshauptmannschaft für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
Kreissonderhilfsausschuss der Stadt Warendorf-Salzgitter,"salzgitter, warendorf",2
Regierung Flensburg (Weltf.),flensburg,1
Regionalverwaltungsbehörde für Wiedergutmachung und verwaltungsrechtliche Aufgaben Neusäß,neusäß,1
KSHAM Hameln-Pyrmont,hameln,1
Regierung Amberg (Württ.),amberg,1
Kreissonderhilfssauschuss Diepholz,diepholz,1
Kreissozialamt Hamm-Sürgm,hamm,1
Regierung Brünn (Mähren),"brünn, mähren",2
Regierungsbezirk Bamberg (1949),bamberg,1
Reg.-Präsident / Präsident des Verw.-Bezirks Würzburg,würzburg,1
Regierung Amberg (Wüff.),amberg,1
Kreissonderhilfsausschuss Nürnberg a. Rbg.,nürnberg,1
Amt für Wiedergutmachung für den Stad- und Landkreis Rödinghausen,rödinghausen,1
KSHa Soltau,soltau,1
KSHA Heilbronn - Stadt,heilbronn,1
Regierungsamt Bamberg (Staatsarchiv),bamberg,1
"Krefeld, Hubertussstr. 48",krefeld,1
KSHA Vechta,vechta,1
Amt für Wiedergutmachung des Landes Sachsen-Anhalt,sachsen,1
Kreissonderhilfsschuss der Stadt Warendorf,warendorf,1
F. W. Bödder Ansbach,ansbach,1
Kreissonderhilfsschübe Wittmund,wittmund,1
Präsidium des Verwaltungsbezirks Gießen,gießen,1
Prinz zu Löwenstein-Wertheim-Freudenberg,"freudenberg, löwenstein, wertheim",3
Staatsamt L.G. Frankfurt/Main,frankfurt,1
"Bundes Finanzministerium, Bonn",bonn,1
KSHA Herford,herford,1
"Lenzen a. d. Elbe, Reg. Bez. Potsdam, Brandenburg","brandenburg, elbe, lenzen, potsdam",4
Regierungsbezirk Neuss,neuss,1
Kreissozialhilfsausschuss Hamm-Land,hamm,1
Kreissonderhilfsausschuss Dänneberg/Elbe,elbe,1
Kart.-Stelle für NS-Gewaltverbrechen,stelle,1
Landkreis Landshut,landshut,1
Regierung Hinsberg (Wehr.),wehr,1
Regierungsbezirksamt für Wiedergutmachung und kontrolliertes Vermögen Birkenfeld,birkenfeld,1
Regierung Frankfurt (Werra),frankfurt,1
Regierung Frankfurt (Wesf.),frankfurt,1
Kreissonderhilfesauschuss Hamm,hamm,1
Regierungsamt Bamberg (MeF.),bamberg,1
Kreis Landshut,landshut,1
Amt für Wiedergutmachung des Landes Thüringen in Leipzig Hauptabteilung II,leipzig,1
Regierung P. von Wang (Weltf.),wang,1
Regierung Penigora (Würzburg),würzburg,1
Deutsches Reich,reich,1
Regierungspräsidium Potsdam (Meckl.),potsdam,1
Amt für Wiedergutmachung für den Stad- und Landkreis Recklinghausen,recklinghausen,1
Anspruchsamt Frankfurt/Am Main,frankfurt,1
Regierung Ansbach (MVG),ansbach,1
Nürnberg A,nürnberg,1
Stadt Schwerin,schwerin,1
Amt für Wiedergutmachung in Remscheid,remscheid,1
Kreisaußerhelfsausschuss Norden,norden,1
"United Restitution Office Frankfurt/Main, Gruneburgweg 119",frankfurt,1
Kreissozialhilfsausschuss Wuttenstedt-Salzgitter,salzgitter,1
Kreissozialhilfe Alfeld/Leine,alfeld,1
Nürnberg a.d. Weinstr.,nürnberg,1
Wuppertal-Elberfeld Nützenbergerstr. 221,wuppertal,1
Regional Ansbach (Württ.),ansbach,1
Kreissonderhilfsschule Gifhorn,gifhorn,1
Regierung Arnsherg (Welt),welt,1
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nauheim a. d. Weinstraße",nauheim,1
Amt für Wiedergutmachung in Oberhausen/Rheinland,oberhausen,1
Kreissonderhilfsausschub Nienburg,nienburg,1
Kreisonderhilfsausschuss Nordhorn,nordhorn,1
Regierung Ansbach (MfT),ansbach,1
Schöft Bonn,bonn,1
Augsburg (West),augsburg,1
Regierungsbezirk (Wehr.),wehr,1
Regierung Arnswald (Welt.),welt,1
Regierung Bamberg (Dienststelle),bamberg,1
Landkreis Iserlohn,iserlohn,1
Regierung Jülich (Welt.),"jülich, welt",2
Königshütte/Oberschlesien,königshütte,1
Waltershausen-Salzgitter,"salzgitter, waltershausen",2
Reg.-Präsid. / Präsident des Verw.-Bezirks Stadthagen,stadthagen,1
Kreissozialhilfsausschuss Landkreis Grafschaft Bentheim,grafschaft,1
Kreisverwaltung -Amt für Wiedergutmachung- Höxter r/Weser,höxter,1
Kreissozialhilfsausschuss Landkreis Grafschaft Goja Syke,"grafschaft, syke",2
Ansprüche der Ast. Bezirksamt für Wiedergutmachung,ast,1
KSHA Hamm-Pyrmont,hamm,1
Der Regierungspräsident in Oettingen,oettingen,1
Kreissonderhilfsausschub Watenstedt-Salzgitter,salzgitter,1
KSHA Hameln,hameln,1
Amt für Wiedergutmachung in Dortmund,dortmund,1
Schwarzenberg,schwarzenberg,1
Karl-Wilhelm,karl,1
SPRiNGE,springe,1
A.-u.-R. I. Ostfildern,ostfildern,1
Kreisonderrhilfsausschuss Northeim,northeim,1
Bundes Rep. Min. Bonn,bonn,1
"Amt für Wiedergutmachung, Regierung Ansbach (Bay.)",ansbach,1
Dannenberg (Elbe),"dannenberg, elbe",2
"Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen, Nürnberg a.D. Weinstr.",nürnberg,1
Krisverwaltung –Amt für Wiedergutmachung– Höxter/Weser,höxter,1
Regierungsamt Amberg (Württ.),amberg,1
BezAmt Zehlendorf,zehlendorf,1
Regierungsbezirk Neuburg,neuburg,1
Kreissozialamt Gelsenkirchen,gelsenkirchen,1
Stadt Nürnberg,nürnberg,1
Regierung Pommern (Wohl.),pommern,1
Strodam an Lauen,lauen,1
KSHA Alfeld/Leine,alfeld,1
Kreissozialhilfsausschuss Watzenstedt-Salzgitter,salzgitter,1
Kreisonderhelfsausschuss d. Landkreises Blankenburg (Brit. Zone) Braunslage,blankenburg,1
Wuttenstedt-Salzgitter,salzgitter,1
Altenkirchen Westerw,altenkirchen,1
Regierung Rheinberg (Westf.),rheinberg,1
Kreisverwaltung Schleiden Wiedergutmachungssamt,schleiden,1
Regierung Pommern (Westf.),pommern,1
Kreissozialhilfssauschuss Syke,syke,1
KSHa Emden,emden,1
Kreissozialhilfeauschuss Landkreis Grafschaft Hoy,grafschaft,1
Kreissonderhilfsausschüf Burgdorf,burgdorf,1
Hameln-Pyrmont,hameln,1
Der Oberkreisdirektor Amt für Wiedergutmachung Halle (Westf.),halle,1
Kreisonderhilfsausschub Rottenburg/Hann.,rottenburg,1
Grafik Heilbronn,heilbronn,1
Regierung Brünn (Wehr.),"brünn, wehr",2
Büttel,büttel,1
Kreissozialhilfsausschuss Blankenburg (Brit. Zone),blankenburg,1
Zeig.Amt Zehlendorf,zehlendorf,1
Regierungsamt Arnswalde (Weimar),weimar,1
KSHA Bad Oldesloe,bad oldesloe,1
Kreissonderhilfsschübe Nordheim,nordheim,1
Kreissonderhilfsausschuss Rinteln,rinteln,1
Wuttenstein-Salzgitter,salzgitter,1
Regierungsamt Fürstenberg (Welff.),fürstenberg,1
Kreissonderhilfusschuss Winsen-Luhe,winsen,1
Regierung Arnstorf (Welf.),arnstorf,1
Kreisonderschutzbehörde Northeim,northeim,1
Regierung Amtsberg (Wehr.),"amtsberg, wehr",2
Kreissozialamt Landkreis Grafschaft Hoy,grafschaft,1
Kreissonderhilfsschüle Springe,springe,1
"Für Wiedergutmachung und verwaltete Vermögen, Nürnberg a. d. Weinstraße",nürnberg,1
Kreissoenderhilfsausschuss Nienburg-Weser,nienburg,1
Der Oberkreisdirektor - Amt für Wiedergutmachung in Lübeck,lübeck,1
Regierungsbezirksamt für Wiedergutmachung und verwaltete Vermögen Nürnberg a. d. Veißnöß,nürnberg,1
Regional Prüfungsstelle (Wuppertal),wuppertal,1
Halberstadt,halberstadt,1
Regierung Ansbach (m.w.f.),ansbach,1
"Von dem Ministerium der Finanzen, Rom",rom,1
Regierung Anklam (Meckl.),anklam,1
"United Restitution Office, Frankfurt/ein, Grüneburgweg 119",frankfurt,1
KSHA Hanau,hanau,1
Kreissozialhilfsausschuss Blankenburg,blankenburg,1
LVA Bayreuth,bayreuth,1
Regierung Prüm (Möll),prüm,1
"United-Restitution-Office, Frankfurt/Main, Gruneburgweg 119",frankfurt,1
Oberfinanzdirektion: -Bundesvermogensabteilung- Am Nordrand 45 Cottbus,cottbus,1
Regierung Hersberg (Wehr.),wehr,1
Regierungspräsidium (Meißen),meißen,1
"Regierungsbezirk für Wiedergutmachung und verwaltete Vermögen, Nürnberg, Weinstr.",nürnberg,1
Rey.-Br. Anst.,rey,1
ges. Grünberg,grünberg,1
Regierung Pommern (Meßl.),pommern,1
Regionalsozialamt für Wiedergutmachung und verfolgte Verwaltung Neumarkt in der Oberpfalz,neumarkt,1
Regierungsbezirk für Wiedergutmachung und Vermögensentschädigung Nürnberg a. d. Weinstr.,nürnberg,1
Regierungsamt Bamberg (Westf.),bamberg,1
Regierungsamt Fürstenberg (Westf.),fürstenberg,1
Amt für Wiedergutmachung Regierung Ansbach (Wf.),ansbach,1
